UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
457581,"Eric Fisher Academy"," ","6727 W Central","Wichita","KS","67212",20, 4,"Stephenie Dugan","Director","3164405555","205588108"," ","04162700",1,"www.ericfisheracademy.com/","www.ericfisheracademy.com/","www.ericfisheracademy.com/","www.ericfisheracademy.com/","https://www.ericfisheracademy.com/netprice/npcalc.htm"," "," ","www.ericfisheracademy.com/",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",48620,1,556,20173,"Sedgwick County",2004,-97.422011,37.693713,19,2
457606,"My Le's Beauty College"," ","601 Terry Parkway Ste. A","Gretna","LA","70056",22, 5,"Kim Tran","Financial Aid Director","5043623150","800529460","UQPEHJLQTJH3","04151600",1,"mylebeautycollegellc.com/"," ","mylebeautycollegellc.com/financialaid.html"," ","mylebeautycollegellc.com/npcalc.htm"," "," ","mylebeautycollegellc.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",35380,1,406,22051,"Jefferson Parish",2202,-90.029931,29.902428,22,2
457615,"Blackstone Valley Vocational Regional School District"," ","65 Pleasant St","Upton","MA","01568-1499",25, 1,"Dr. Michael F. Fitzpatrick","Superintendent-Director","5085297758","042317111"," ","01218700",1,"www.valleytech.k12.ma.us/","www.valleytech.k12.ma.us/","www.valleytech.k12.ma.us/","www.valleytech.k12.ma.us/Page/805"," "," "," ","www.valleytech.k12.ma.us/Page/805",7,3,1,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",49340,1,148,25027,"Worcester County",2502,-71.616243,42.163820,8,2
457624,"Southern Worcester County Regional Vocational School District"," ","57 Old Muggett Hill Rd","Charlton","MA","01507-1331",25, 1,"Rita M. Barrette","Financial Aid Administrator","50824859711674","042427203","KYM8PL48XX68","04153200",1,"www.baypath.net/evening-programs-division/practical-nursing/"," "," "," ","www.baypath.net/"," "," ","www.baypath.net/",7,3,1,2,1,2,0,2,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Southern Worcester County Regional Vocational School District","125020",49340,1,148,25027,"Worcester County",2501,-71.957564,42.133623,7,2
457633,"L'esprit Academy"," ","42083 Ford Road","Canton","MI","48187-3669",26, 3,"Stacy Wells","CEO","7347620200110","201309446","ZM1KJHD6E6Y5","04158400",1,"https://www.lespritacademy.com/","https://lespritacademy.com/courses/","https://lespritacademy.com/tuition/","https://lespritacademy.com/enrollment/","https://lespritacademy.com/tuition/"," "," ","https://www.lespritacademy.com/course-catalog/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",19820,1,220,26163,"Wayne County",2611,-83.457386,42.321904,18,2
457642,"Marketti Academy of Cosmetology"," ","4390 Dixie Hwy","Waterford","MI","48329",26, 3,"Tawny Marketti-Pearson","President","2486186394","841720545","EKTVKND9TXU7","04159300",1,"www.marketticosmetology.com/","marketticosmetology.com/","marketticosmetology.com/","marketticosmetology.com/","marketticosmetology.com/"," "," ","marketticosmetology.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",19820,1,220,26125,"Oakland County",2611,-83.374733,42.683352,37,2
457679,"Avalon School of Cosmetology"," ","1428 N McMillan St","Worthington","MN","56187",27, 4,"Nancy Duron-Veguilla","Director","5073722344","882051510"," ","04160500",1,"www.avaloncosmetologyschool.com/","www.avaloncosmetologyschool.com/students1.html","www.avaloncosmetologyschool.com/financial2.html","www.avaloncosmetologyschool.com/application.html","www.avaloncosmetologyschool.com/financial3.html"," "," ","www.avaloncosmetologyschool.com/policies/Disability.pdf",6,2,3,4,1,2,0,2,2,-2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",49380,2,-2,27105,"Nobles County",2701,-95.602503,43.631842,46,2
457688,"American Business and Technology University"," ","620 Francis St. Suites 216 & 218","St Joseph","MO","64501",29, 4,"Paul Lange","CEO","8162797000","431919898","RPZBKPZ6PNU7","04118700",5,"https://abtu.edu/","policies.abtu.edu/admissions-policy-adm-pl-0812/","policies.abtu.edu/financial-aid-process/","info.abtu.edu/apply","https://policies.abtu.edu/cost-of-education-budget-cost-of-attendance/","policies.abtu.edu/discounts-scholarships/"," ","policies.abtu.edu/disability-accommodations-dis-pl-0211/",3,1,3,7,1,1,20,1,2,-1,-1,2,13,1,"A ",-2,-2,"-2",1,1,1,2,2,-1,22,20,2,11,3,6,23,14,-2,-2,2,1,2,"-2","-2",41140,1,312,29021,"Buchanan County",2906,-94.852243,39.767262,-1,-1
457697,"City Vision University","TechMission, Inc","1100 E 11th Street","Kansas City","MO","64106-3028",29, 4,"Andrew Sears","President","8169602008","680492427","RBQ5Z5MK3DD1|RBQ5Z5MK3DD1","04119100",1,"https://www.cityvision.edu/","https://www.cityvision.edu/admissions-instructions/","https://www.cityvision.edu/financial-aid-pell-grants/","https://www.cityvision.edu/apply/","https://www.cityvision.edu/coa/","https://www.cityvision.edu/lp/online-christian-college-veterans-discount/"," ","www.cityvision.edu/ada-policy-learning-accommodations-disabilities-services/",2,1,2,7,1,1,20,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,3,2,22,19,2,5,4,6,26,22,-2,-2,2,1,1,"TechMission","201440",28140,1,312,29095,"Jackson County",2905,-94.569475,39.101164,141,2
457721,"Bitterroot School of Cosmetology"," ","2079 N First St Ste B","Hamilton","MT","59840",30, 7,"Barbara Daughenbaugh","Financial Aid Officer Manager","4063633355","208203127"," ","04163700",5,"bitterrootschoolofcosmetology.org/"," "," "," ","bitterrootschoolofcosmetology.org/"," "," "," ",9,3,3,2,1,2,0,2,2,-2,-2,2,33,1,"D ",-2,2022,"12/01/2022",3,1,3,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,"-2","-2",-2,-2,-2,30081,"Ravalli County",3000,-114.159449,46.273475,-2,-2
457749,"Montana Academy of Salons","Montana Academy","501 2nd St S","Great Falls","MT","59405",30, 7,"Mike McPherson","CFO","40677187724","352270868","VCXHCCEH3LJ7","04164100",1,"https://montanaacademy.edu/","https://montanaacademy.edu/","https://montanaacademy.edu/","https://montanaacademy.edu/","https://montanaacademy.edu/financial-aid/net-price-calculator/"," "," ","https://montanaacademy.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",24500,1,-2,30013,"Cascade County",3000,-111.303922,47.499410,28,2
457767,"National Career Institute"," ","134 Evergreen Place","East Orange","NJ","07018",34, 2,"George P. Blount","President","9736783901","208937098","ZQ4FWK2ZVFA6","04154900",1,"nciedu.com/","nciedu.com/","nciedu.com/","nciedu.com/","nciedu.com/financial-aid"," "," ","www.nciedu.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",35620,1,408,34013,"Essex County",3410,-74.222091,40.761370,214,2
457776,"Paul Mitchell the School-Albuquerque"," ","2201 Uptown Loop Rd NE, Ste F","Albuquerque","NM","87110",35, 6,"Joe LiRosi","Owner","5058180697","651255024","CSSVAKR5X376","04162400",1,"paulmitchell.edu/albuquerque","paulmitchell.edu/albuquerque","paulmitchell.edu/albuquerque"," ","paulmitchell.edu/albuquerque/tuition-calculator","paulmitchell.edu/albuquerque"," ","paulmitchell.edu/albuquerque",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",10740,1,106,35001,"Bernalillo County",3501,-106.566537,35.102306,24,2
457785,"International Academy of Style"," ","2295 Market st","Reno","NV","89502-1559",32, 8,"Loni Casteel","Co-owner","7758239003","880389861","L5JBMLE4KQ19","04144800",1,"www.internationalacademyofstyle.com/","www.internationalacademyofstyle.com/","www.internationalacademyofstyle.com/"," ","internationalacademyofstyle.com/consumer-information"," "," ","www.internationalacademyofstyle.com/",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",39900,1,456,32031,"Washoe County",3202,-119.783208,39.516281,28,2
457794,"EDP School","EDP School","1601 Voorhies Ave 2nd Floor","Brooklyn","NY","11235",36, 2,"Felix Raytsin","School Director","7183326469","113392105","ZDK6UAZRR9W1","04117100",1,"edpschool.edu/"," ","www.edpschool.edu/financial-aid-and-consumer-information/financial-aid/"," ","https://www.edpschool.edu/net-price-calculator/"," "," ","www.edpschool.edu/financial-aid-and-consumer-information/consumer/",8,3,2,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",35620,1,408,36047,"Kings County",3609,-73.952901,40.586050,12,2
457800,"New York Medical Career Training Center"," ","136-20 38th Avenue Suite 5F","Flushing","NY","11354",36, 2,"Dr. Nand Panjwani","Director","7184601717","113323066","MQ7KND3VNA61","04133700",1,"nymedtraining.com/"," "," "," ","www.nymedtraining.com/net-price-calculator/","www.nymedtraining.com/pdf/PolicyProcedureManual.pdf","www.nymedtraining.com/disclosure.php","nymedtraining.com/",6,2,3,4,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",35620,1,408,36081,"Queens County",3606,-73.829753,40.760800,50,2
457819,"Institute of Culinary Education"," ","225 Liberty Street","New York","NY","10281",36, 2,"Rick Smilow","Chief Executive Officer","2128470700","133847478","N4JFKA2MC1K9","04144300",1,"https://www.ice.edu/","https://www.ice.edu/newyork/admissions-financial-aid/admissions","https://www.ice.edu/newyork/admissions-financial-aid/financial-aid","https://forms.ice.edu/onlineapp/olacctpg.aspx","https://forms.ice.edu/careerInfo/npc/NY_npcalc.html","https://www.ice.edu/newyork/admissions-financial-aid/military-veterans"," ","https://www.ice.edu/newyork/career-programs/student-policies",9,3,3,1,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",35620,1,408,36061,"New York County",3610,-74.015637,40.712449,57,1
457837,"The Salon Professional Academy-Tonawanda"," ","2309 Eggert Rd","Tonawanda","NY","14150",36, 2,"Kathy Ulrich","Operations Director","7168338772101","331132603","LA1VE9BQSJM1","04151200",1,"www.tspabuffalo.com/","www.tspabuffalo.com/","www.tspabuffalo.com/financial-aid/","www.tspabuffalo.com/contact-us/","www.tspabuffalo.com/financial-aid/"," "," ","www.tspabuffalo.com/financial-aid/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",15380,1,160,36029,"Erie County",3626,-78.824364,42.981584,25,2
457855,"Paul Mitchell the School-NYC"," ","187 New Dorp Lane","Staten Island","NY","10306",36, 2,"PeggyLee Cao","Owner","7189799001","852759259","LX2BD7VMD9Q6","04156000",1,"paulmitchell.edu/nyc","paulmitchell.edu/nyc/request-enrollment-information","paulmitchell.edu/nyc/financial-aid","paulmitchell.edu/nyc/get-started","https://paulmitchell.edu/nyc/tuition-calculator","https://paulmitchell.edu/nyc/financial-aid/military-benefits"," ","https://paul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/142/NYC-ADA-Policy_010621sl.pdf",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Paul Mitchell The School","303620",35620,1,408,36085,"Richmond County",3611,-74.114517,40.573227,38,2
457873,"Four County Career Center"," ","22-900 State Rte 34","Archbold","OH","43502",39, 3,"Mr. Tim Meister","Superintendent","4192673331","341041876","GF2GABLNYHK8","04068300",1,"www.fourcounty.net/adulteducation_home.aspx"," ","www.fourcounty.net/FinancialAidAE.aspx"," ","www.fourcounty.net/Downloads/Net Price Calculator statement 1-2021.pdf"," "," ","www.fourcounty.net/Downloads/Consumer Information Handbook 22-23.pdf",7,3,1,2,1,2,0,2,2,-2,2,2,42,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",-2,-2,-2,39069,"Henry County",3905,-84.303115,41.452808,7,2
457916,"Summit Salon Academy-Perrysburg","Summit Salon Academy-Perrysburg","116 W S Boundary St","Perrysburg","OH","43551",39, 3,"Jessica Johnson","President/Owner","41987399993","811110984","F1RWNDTCGMF3","04166800",1,"www.summitsalonacademyperrysburg.edu/","summitsalonacademyperrysburg.edu/catalog-request/","summitsalonacademyperrysburg.edu/financial-aid/","summitsalonacademyperrysburg.edu/apply/","summitsalonacademyperrysburg.edu/NPC/npcalc.htm"," "," ","www.summitsalonacademyperrysburg.edu/",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",45780,1,534,39173,"Wood County",3905,-83.620281,41.544240,31,2
457925,"Portland Actors Conservatory"," ","128 NW 11th Ave.","Portland","OR","97209",41, 8,"Karen Rathje","Managing Director","5032741717","930966422","VLLNLK1JD7N9","04146500",1,"pac.edu/","pac.edu/conservatory-program/admissions/","pac.edu/conservatory-program/tuition-and-fees/","pac.edu/apply-online/","pac.edu/wp-content/uploads/2021/01/Net_Price_Calculator.html"," "," ","pac.edu/conservatory-program/student-resources/",5,2,2,4,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",38900,1,440,41051,"Multnomah County",4101,-122.681845,45.524258,10,2
457943,"Somerset County Technology Center"," ","281 Technology Dr","Somerset","PA","15501-4309",42, 2,"Karen Remick","Administrative Director","81444336516156","251191444","E6MHM7LNJZH4","04149800",1,"www.sctc.net/dnn/"," "," "," ","www.sctc.net/dnn/NetPriceCalculator/tabid/342/Default.aspx","www.sctc.net/dnn/Portals/0/AdultEd/SCTC-Financial-Aid-HB.pdf"," ","www.sctc.net/dnn/",7,3,1,2,1,2,0,2,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Joint Operating Committee of the Somerset County Technology","142030",43740,2,306,42111,"Somerset County",4213,-79.029641,40.004750,7,1
457952,"Metro Beauty Academy","Metro Academy","4977 Medical Center Circle","Allentown","PA","18106",42, 2,"Jeffrey Corpora","Director of Education","6103986227","203555659"," ","04158000",1,"https://www.metrobeautyacademy.edu/"," "," "," ","https://www.metrobeautyacademy.edu/net-price-calculator/"," "," ","www.metrobeautyacademy.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",10900,1,-2,42077,"Lehigh County",4207,-75.555591,40.568650,21,2
457989,"Academy for Careers and Technology"," ","2697 E Hwy 76","Mullins","SC","29574-6009",45, 5,"Michael Stone","Director","8434231941","570484883"," ","04083300",1,"www.mcact.org/"," "," "," ","www.marion.k12.sc.us/Domain/21","www.mcact.org/","www.mcact.org/","www.mcact.org/",7,3,1,2,1,2,0,2,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",-2,-2,-2,45067,"Marion County",4507,-79.340157,34.186433,7,2
457998,"Aiken School of Cosmetology and Barbering"," ","3084 Whiskey Rd.","Aiken","SC","29803",45, 5,"Brooke Lively","Manager","4245990607","261708017","CBQSRHBD2A88","04158100",5,"https://aikenschoolofcosmetologyandbarbering.com/","www.ascandb.com/","www.ascandb.com/","www.ascandb.com/","www.ascandb.com/","www.ascandb.com/"," ","www.ascandb.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,2,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",12260,1,-2,45003,"Aiken County",4502,-81.717280,33.559545,-1,-1
458007,"Love Beauty School Inc"," ","1161 Murfreesboro Hwy","Manchester","TN","37355",47, 5,"Tonya Liles","Owner","9317238188","460894401","LKVVHZ55K3E7","04157200",1,"www.lovebeautyschool.net/"," "," "," ","lovebeautyschool.net/"," "," ","lovebeautyschool.net/",9,3,3,2,1,2,0,2,2,-2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",46100,2,-2,47031,"Coffee County",4706,-86.093863,35.488524,45,2
458034,"Houston International College Cardiotech Ultrasound School","NA","12135 Bissonnet Ste E","Houston","TX","77099",48, 6,"Joan Douglas","Chief Executive Officer/Director","2814950078","134230140"," ","04138500",1,"www.cardiotech.org/","www.cardiotech.org/","www.cardiotech.org/","www.cardiotech.org/","www.cardiotech.org/","https://www.cardiotech.org/"," ","www.cardiotech.org/",6,2,3,4,1,2,40,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,4,10,4,0,4,1,1,10,-2,-2,-2,2,1,2,"-2","-2",26420,1,288,48201,"Harris County",4809,-95.592909,29.675203,179,2
458043,"DuVall's School of Cosmetology"," ","201 Harwood Rd Ste 218","Bedford","TX","76021",48, 6,"Connie Maldonado","Director","8172818819","204379041","T5EKEYNHBMN5","04154800",1,"duvallschool.com/","duvallschool.com/admissions/","duvallschool.com/financial-aid/","duvallschool.com/application-for-enrollment/","duvallschool.com/cost-calculator/","duvallschool.com/financial-aid/#financial-facts"," ","duvallschool.com/wp-content/uploads/2021/06/Catalog_V20_031520211.pdf",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",19100,1,206,48439,"Tarrant County",4824,-97.168105,32.852275,30,2
458061,"Texas Beauty College","n/a","4123 Denton Hwy","Haltom city","TX","76117",48, 6,"Tuyet Le","Owner","6826471505","900284901","L1NKTDM8TLT3","04158500",1,"texasbeautyinfo.com/"," "," "," ","texasbeautyinfo.com/index.html"," ","texasbeautyinfo.com/","texasbeautyinfo.com/index.html",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Beauty First joint corporation","300500",19100,1,206,48439,"Tarrant County",4812,-97.265311,32.826045,42,2
458070,"Avenue Five Institute"," ","8620 Burnet Rd Ste 300","Austin","TX","78757",48, 6,"Brandon Martin","CEO","5129682835","205509381","P47BVDHE9WC7","04160700",1,"www.avenuefive.edu/","www.avenuefive.edu/enrollment/admissions/","www.avenuefive.edu/enrollment/financial-aid/","www.avenuefive.edu/online-application/","www.avenuefive.edu/calculator/index.html"," "," ","www.avenuefive.edu/disabilityservices",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",12420,1,-2,48453,"Travis County",4810,-97.728961,30.369503,17,2
458098,"The Salon Professional Academy-Lewisville"," ","2440 B S Stemmons Fwy","Lewisville","TX","75067",48, 6,"Anna Geleske","President","9724207036","562457591","XTQ4HF6HA2A7","04165800",1,"www.tspadallas.com/","www.tspadallas.com/programs/","www.tspadallas.com/financial-aid/","www.tspadallas.com/contact-us/apply-now/","www.tspadallas.com/financial-aid/welcome/","nces.ed.gov/collegenavigator/?q=the+salon+professional+academy&s=all&id=458098#service"," ","www.tspadallas.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"The Salon Professional Academy","304550",19100,1,206,48121,"Denton County",4826,-96.964907,33.005024,29,2
458104,"Renaissance Academie"," ","1460 N. Moonriver Drive","Provo","UT","84604",49, 7,"Mandy Humphrey","Director","80137328872","061752291","LRPRW1CDNRF8","04153000",1,"www.race.edu/","www.race.edu/"," "," ","www.race.edu/npc.html","www.hairschoolonline.com/"," ","www.race.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",39340,1,482,49049,"Utah County",4903,-111.665961,40.253950,23,2
458113,"Ascent College"," ","1705 Todds Ln","Hampton","VA","23666",51, 5,"Rob Rhoden","President","7578261883236","541851377","S8KQN5VRAH59","04153800",1,"ascent.edu/","https://ascent.edu/","https://ascent.edu/","https://ascent.edu/","ascent.edu/netprice/index.html","https://ascent.edu/wp-content/uploads/2021/04/Academic-Catalog-2020-2021.pdf"," ","ascent.edu/student-services/",2,1,2,5,1,2,30,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,3,24,18,0,5,2,6,24,24,-2,-2,2,1,2,"-2","-2",47260,1,545,51650,"Hampton City",5103,-76.409526,37.041270,150,2
458122,"Institute of Advanced Medical Esthetics"," ","405 england st","Ashland","VA","23005-2111",51, 5,"Patricia Heinig","CEO","8049083223","203679072","ZE5EJ6ZNN8B3","04156200",1,"www.theinstituteofadvancedmedicalesthetics.com/","www.theinstituteofadvancedmedicalesthetics.com/admissions.html"," "," ","onlineestheticianclasses.com/npcalc.htm"," "," ","www.theinstituteofadvancedmedicalesthetics.com/disclosures.html",9,3,3,1,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",40060,1,-2,51085,"Hanover County",5101,-77.474410,37.757885,44,2
458131,"Aveda Arts & Sciences Institute Seattle"," ","802 East Pike Street","Seattle","WA","98122",53, 8,"Lauren Fender","Compliance Director","2063021049","421636979","RH9XSDU4PKG3","04149400",1,"avedaarts.edu/","avedaarts.edu/","avedaarts.edu/","https://avedaarts.edu/","avedaarts.edu/student/consumer-disclosures/"," "," ","www.avedaarts.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Aveda Institute","300400",42660,1,500,53033,"King County",5307,-122.321760,47.614402,30,2
458140,"Northwest School of Wooden Boat Building"," ","42 N Water St","Port Hadlock","WA","98339",53, 8,"Betsy Davis","Executive Director","3603854948","911122839","V631JFGA29X9","04155000",1,"www.nwswb.edu/","www.nwswb.edu/","www.nwswb.edu/","www.nwswb.edu/","www.nwswb.edu/financial-aid/","https://www.nwswb.edu/veterans/"," ","www.nwswb.edu/",5,2,2,3,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,4,11,4,0,4,1,1,11,11,-2,-2,2,1,2,"-2","-2",-2,-2,-2,53031,"Jefferson County",5306,-122.752588,48.034130,180,2
458168,"The Salon Professional Academy-Onalaska"," ","566 Theater Rd","Onalaska","WI","54650",55, 3,"Sue Kolve-Feehan","Owner/Director","6087837400","204325935","HF5FKNVAZUL3","04157700",1,"salonproacademy.com/","salonproacademy.com/","salonproacademy.com/financial-aid-overview-onalaska-cosmetology-school/"," ","salonproacademy.com/net-price-calculator-onalaska-cosmetology-school/","https://salonproacademy.com/financial-aid-overview-onalaska-cosmetology-school/"," ","salonproacademy.com/",6,2,3,4,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",29100,1,-2,55063,"La Crosse County",5503,-91.197320,43.873820,31,2
458210,"West Coast University-Orange County"," ","1477 S Manchester Ave","Anaheim","CA","92802-2905", 6, 8,"Ward Ulmer","Co-President, Academics","7147821700","954647739","U7JYRLYB54C5","03698301",1,"westcoastuniversity.edu/","westcoastuniversity.edu/get-started","westcoastuniversity.edu/tuition-financial-aid/financial-aid","westcoastuniversity.edu/get-started/application-for-admission","https://wcu.aidcalc.cloud/","https://westcoastuniversity.smartcatalogiq.com/en/Current/West-Coast-University-Catalog/Financial-Policies-and-Information/Veterans-Educational-Benefits","westcoastuniversity.edu/legal/disclosures","westcoastuniversity.edu/current-students/student-resources/students-with-disabilities",3,1,3,9,1,1,13,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,2,26,20,3,11,4,12,26,26,-2,-2,2,2,1,"West Coast University Inc.","304950",31080,1,348,6059,"Orange County",646,-117.911811,33.811040,157,1
458229,"West Coast University-Ontario"," ","2855 E. Guasti Rd","Ontario","CA","91761-7698", 6, 8,"Ward Ulmer","Co-President, Academics","9094676100","954647739","LWLNQHQLCBK5","03698302",1,"westcoastuniversity.edu/","westcoastuniversity.edu/get-started","westcoastuniversity.edu/tuition-financial-aid/financial-aid","westcoastuniversity.edu/get-started/application-for-admission","https://wcu.aidcalc.cloud/","https://westcoastuniversity.smartcatalogiq.com/Current/West-Coast-University-Catalog/Financial-Policies-and-Information/Veterans-Educational-Benefits","westcoastuniversity.edu/legal/disclosures","westcoastuniversity.edu/current-students/student-resources/students-with-disabilities",3,1,3,5,1,2,30,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,2,26,18,0,11,2,9,26,26,-2,-2,2,2,1,"West Coast University Inc.","304950",40140,1,348,6071,"San Bernardino County",635,-117.590035,34.066591,157,1
